time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.549179,-0.1862,0.4159,-2.0618,2.112
7.566877,-0.1074,0.6660,-1.7107,1.839
7.585203,0.3529,0.6122,-1.0512,1.267
7.603494,0.9398,0.2878,-0.0282,0.983
7.621762,0.9532,0.3273,1.1156,1.503
7.640067,0.1665,0.5519,1.9952,2.077
7.658168,-0.7240,1.2448,2.2636,2.683
7.676890,-0.7980,1.1496,1.9781,2.423
7.695085,2.7616,-1.2474,3.3939,4.550
7.713363,6.1243,-3.2197,4.0538,8.019
7.731987,4.3358,-4.1917,4.6653,7.625
7.750050,1.9322,-2.5652,2.6125,4.140
7.768324,2.0843,-1.2730,-1.2779,2.756
7.786591,3.8556,-0.6133,-3.3055,5.116
7.805083,5.3425,-0.7878,-2.2060,5.833
7.823544,4.9568,-1.6876,0.7454,5.289
7.842147,3.1777,-1.9821,2.1531,4.320
7.860296,1.0783,-2.3014,3.7571,4.536
7.879497,-0.7169,-1.0391,3.0923,3.340
7.897177,-1.2557,-0.0041,1.5136,1.967
7.915527,-1.3682,0.3497,-0.0181,1.412
7.933304,-0.8413,0.2329,-1.3026,1.568
7.951892,0.1476,-0.3317,-2.2233,2.253
7.969592,0.8109,-0.6379,-2.9606,3.135
7.988195,0.6160,-0.5683,-3.2862,3.391
8.006065,0.0483,-0.4092,-3.3423,3.368
8.024436,-0.5208,-0.1838,-3.5328,3.576
8.043114,-0.6277,-0.0657,-3.8174,3.869
8.061443,-0.2509,0.2074,-4.2701,4.282
8.079196,0.5702,0.2849,-4.2836,4.331
8.098144,1.3173,0.5180,-3.6612,3.925
8.116420,1.5179,0.7745,-2.1300,2.728
8.135137,0.9926,1.0757,0.5644,1.569
8.153632,-0.1696,1.7643,3.2408,3.694
8.170989,-1.5713,2.7577,4.6814,5.656
8.189487,-2.2430,3.4443,5.0362,6.501
8.207688,-1.7909,3.3444,5.0125,6.286
8.226563,-0.8930,3.0246,5.0259,5.933
8.244725,1.0072,1.6371,5.0819,5.433
8.262489,2.6990,-0.4016,5.2021,5.874
8.280788,3.3186,-0.9978,4.0596,5.338
8.299220,3.5860,-1.6203,3.0184,4.959
8.317145,2.1626,-2.4825,3.5792,4.863
8.335799,0.3189,-2.7639,3.2331,4.265
8.353994,0.1925,-2.9587,1.8370,3.488
8.373314,0.9899,-2.7411,-0.2095,2.922
8.390396,1.6456,-2.5629,-1.7773,3.526
8.408847,2.1669,-2.3375,-2.4355,4.011
8.427508,2.0382,-1.7594,-2.3969,3.605
8.445344,1.1797,-1.6932,-1.1596,2.367
8.463709,-0.4314,-0.9076,-0.6930,1.221
8.482215,-1.2575,-1.1634,0.3917,1.757
8.499940,-1.6955,-0.7962,1.1403,2.193
8.518259,-1.6983,-0.3969,1.1366,2.082
8.537401,-1.3756,-0.0268,0.5486,1.481
8.556115,-1.0269,0.2337,-0.4070,1.129
8.573326,-0.4974,0.3131,-1.5412,1.649
8.591409,0.0952,0.4321,-2.7403,2.776
8.610030,0.7096,0.3323,-3.7630,3.844
8.630450,1.4393,0.0970,-4.3779,4.609
8.650276,1.9687,0.0305,-4.9217,5.301
8.664750,2.4506,-0.3164,-4.6657,5.280
8.683346,2.2436,-0.3556,-3.3378,4.038
8.701775,1.1151,-0.5896,-1.6191,2.052
8.719598,-0.4350,-0.4374,0.0330,0.618
8.737996,-1.8936,0.1732,1.0423,2.168
8.756606,-2.3994,0.8158,1.3061,2.851
8.780776,-1.9454,1.1421,1.5891,2.759
8.793285,-1.2979,1.1629,2.1495,2.767
8.811690,-0.7022,0.8691,2.6474,2.873
8.830166,0.7356,-0.8164,4.4133,4.548
8.848946,2.9565,-2.5199,5.2018,6.492
8.866222,2.7440,-1.9318,5.6540,6.575
8.884493,0.5575,-2.4835,6.7309,7.196
8.902766,-0.7166,-2.5124,5.7449,6.311
8.921598,-0.3531,-1.5872,2.7445,3.190
8.939554,0.8730,-0.9292,-0.6526,1.432
8.958119,2.8109,-0.5945,-3.0930,4.222
8.976255,4.3277,-0.7864,-3.7813,5.800
8.994177,4.0466,-1.0741,-3.3950,5.390
9.013252,2.6319,-0.5543,-3.3887,4.326
9.031439,1.2246,0.0416,-3.4171,3.630
9.049558,0.2893,0.2429,-2.6676,2.694
9.067712,0.0268,-0.3480,-1.1036,1.157
9.085963,-0.3303,0.1286,-0.4082,0.541
9.104015,-0.5046,-0.2734,0.0823,0.580
9.122190,-0.9518,0.2942,-0.5746,1.150
9.141255,-1.1592,0.4930,-1.7927,2.191
9.160274,-0.7730,0.5262,-2.9256,3.071
9.178200,-0.0775,0.2755,-3.8120,3.823
9.196838,0.9090,-0.3488,-3.7661,3.890
9.213938,1.4481,-0.7201,-3.0712,3.471
9.232568,1.0384,-0.5852,-1.9932,2.322
9.250768,0.1571,-0.1319,-1.1995,1.217
9.268808,-0.5937,0.5665,-0.7510,1.112
9.287502,-0.9191,1.0110,-0.0019,1.366
9.305413,-0.7079,1.1981,1.1764,1.822
9.323829,-0.0253,1.1722,2.0503,2.362
9.341882,0.5824,1.3258,2.4631,2.857
9.360893,1.0598,1.0069,2.8833,3.233
9.380348,1.7278,-0.2260,3.2641,3.700
9.397762,3.2313,-2.2014,4.2606,5.783
9.415469,3.3022,-2.6813,4.5279,6.213
9.433475,1.5461,-2.7000,5.5764,6.386
9.452072,-2.0903,-2.9655,5.9638,6.981
9.470675,-3.8922,-2.2316,4.0800,6.064
9.488521,-3.9532,-1.1115,0.9559,4.216
9.506390,-2.9722,-0.7264,-1.8074,3.554
9.524951,-1.4098,-0.7507,-3.4731,3.823
9.543772,0.1362,-0.5029,-4.2186,4.251
9.562812,0.6506,0.0297,-4.1230,4.174
9.579633,0.2833,0.4481,-3.2352,3.278
9.597740,-0.3608,0.4261,-1.4339,1.539
9.616073,-0.6831,0.5045,0.1593,0.864
9.634490,-0.5776,0.7698,0.5928,1.130
9.653569,-0.7359,0.8750,0.3386,1.192
9.671410,-0.3650,1.1948,-0.0792,1.252
9.689750,-0.4164,1.0665,-1.6869,2.039
9.708104,0.5112,0.3846,-2.2540,2.343
9.726240,1.0684,0.2346,-3.3921,3.564
9.745178,1.5046,-0.0762,-3.9627,4.239
9.763463,1.6308,-0.1147,-4.0387,4.357
9.781113,1.4523,-0.2061,-3.6364,3.921
9.800358,1.2334,-0.2361,-2.5682,2.859
9.817634,0.3306,-0.0974,-1.1987,1.247
9.836317,-1.0188,0.4054,0.2184,1.118
9.854874,-2.7657,1.1797,1.3187,3.283
9.872810,-3.7229,1.8704,2.1405,4.684
9.890728,-3.2874,2.1202,2.7635,4.789
9.909011,-2.0694,1.7650,3.8243,4.693
9.928245,-0.8336,-0.1649,5.5469,5.612
